Fon_Sentence,French_Translation
lan ɔ́ dɛ̀ ă,la viande est tendre
a dŏ nùɖé'kpá bò gɔ̀n ɖiɖè,tu m'as promis quelque chose que tu n'as pas tenue
akpadúdó tɔ́n bú nu,il n'a pas tenu sa promesse
azɔn hɛn mì,la maladie me tient bon
é nɔ́ hɛ̀n nŭ xomɛ ă,il ne sait pas tenir sa langue
hɛ̀n syɛ́nsyɛ́n,tiens bon
mi xà yɛhwe nú mi ma wá jɛ̀ awovi sín mɔɖíɖó mɛ́ ó,priez pour ne pas tomber au pouvoir de la tentation
e dó mì,cela me tente
e tɔ́n vĭ,elle est à terme
azɔn vɔ,la maladie est terminée
fo do nu gbadanu din,termine le mur pour ce soir
un bló azɔ ce fó,j'ai terminé mon travail
tutú zɛ hwɛ ma nyɔ́ kɔ́ lí wɛ́ nú wè,tu es comme le termite qui ne connaît plus le chemin de la maison
fí e un nyɔ́ àyì jɛ̀ ɔ énɛ́ zàn ku dó mí ɖé nɛ́,a l'endroit jusqu'où je connais le terrain c'est là que la nuit m'a surpris
e sɔ́ ɛ́ nyì d'áyĭ,il l'a terrassé
ayikúngban ɖagbe wɛ̀,c'est une bonne terre
un ná yì ayì cé jí,j'irai sur ma terre
togan bush ze gbeta ɖɔ mi na su kun do nu mɛ xuxu ɖo gbɛ ɔ bi mɛ,le président bush a décidé d'éradiquer le terrorisme international
é ɖó ta zitozitò,il a une grosse tête
mɛ e ɖò tɔ́ntlɔ́ngbɔ́nnú nú xó ɔ́ wɛ̀ mi na yí mɔ̀,vous irez voir celui qui est en tête de l'affaire
ta ɖò nyɛ ɖu wɛ̀,j'ai mal à la tête
un gblé wǔ gbɛ̀ cé dó ta,j'ai blessé mon camarade à la tête
sɔ kpɛvi tasyɛntɔ lɛ gbe nukɔn yi,les ânes têtus refusent d'avancer
donu we jí wɛ̀ a nà má nukplɔ́nmɛ élɔ́ ɔ́ ɖó,ce thème sera abordé en deux temps
a na do gbe mɛ towe lɛ nu mi,donne mes salutations aux tiens de ma part
a na vlɔ́ ɖ'átɔn bo na sɔ́ ɖokpó,tu prendras le tiers
e nɔ́ kú winnyá,il est timide
dɔn ɖa,tirer les cheveux
e ɖo didɔn wɛ kpodo hlɔnhlɔn tɔn bi kpo,il tire de toutes ses forces
gbenyatɔ ɔ da tu ɖokpo,le chasseur a tiré un coup de fusil
dadá cé xɔ̀ sέda dukwí ɖokpó,ma grande soeur a acheté un tissu de soie
dlama yi wan nu we,dlama est tombé amoureux de toi
hwɛ kpɔn,toi tu as regardé
măwù wɛ́ ɖo towe jí,dieu est avec toi
é gbò jă,il a fait la toilette
ganxɔ wɛ̀ un gbá,ma maison a un toit de tôle
vì élɔ́ ɖó nu gɛjɛɛ̀,cet enfant a une grosse bouche tombante
jezú fɔ́n sín yɔmɛ̀,jésus sortit du tombeau
ahǔn fùn,la rosée est tombée
atá ɔ́ cí biwùn,le gâteau est tombé
dɛdɛ ɔ ji ɔ ja zanmɛ,silencieuse et calme la pluie est tombée toute la nuit
e flɛ́ sín atín ɔ́ jí,il est tombé du haut de l'arbre
e jɛ́ xá ganjí,ca tombe très bien
jɔmɛhún gbà ɖò kútɔ́nú,l'avion est tombé à cotonou
jĭ jà,la pluie est tombée
mi ma j'ayi o,ne tombez pas
yĕ ɖò gbojlaka ɖú wɛ̀ bó j'àyĭ,ils faisaient la gambade et ils sont tombés
zăn jà kúkú gbé,la nuit commence à tomber
vi towe,ton enfant
so ɖɔ nu,le fusil a tonné
xɛbyoso jɛ̀ awan nyi jí bɔ̀ jĭ jɛ̀ wun kɛ jí,il commença à tonner et à faire des éclairs
afɔ ce winnyá,je me suis tordu le pied
e hɛ̀n alìn ɔ́ gɔ́n,il a tordu la houe
jɔhɔn sɔ́ xɔ ɔ́,la tornade a emporté le toit
a kú gàn kpó xóɖíɖɔ́ kpó,tu parles à tort et à travers
e dŏ hwɛ̀ agɔ n'í,on l'a condamné à tort
hwɛ towe kú,tu as tort
un vɛ dó hwɛ towe nyɔ́ wɛ́ sín loɔ́ a kú hwɛ̀,je pensais que tu avais raison mais tu as tort
un zé kɔ nyì gbĕ,j'ai le torticolis
e kó lín káká ɔ́,tôt ou tard
un tuun nuɖe wutu e ya wu wa ɔ a,je ne comprends pas pourquoi il est venu si tôt
ama'tín nɛ́ tɔ́n bĭ ɖò mŭ,le feuillage de cet arbre là est totalement vert
wamamɔnɔ kɛ́yɛ́kɛ́yɛ́,un homme totalement pauvre
é sí myɔ mì,il m'a touché avec du feu
ma kpɔ́n kpódó alɔ kpó ó,regarde sans toucher
un d'álɔ̀ wù tɔ́n vɔ́vɔ́ ă,je ne l'ai même pas touché
e yá alɔvinu,il touche à tout
a ɖò gbɛ̀ tɛgbɛ,tu es toujours vivant
alɔ jɛ́n á nɔ́ tɛ́ tɛbgɛ̀,tu es toujours à tendre la main
gbɔ lɛ nɔ ɖisa ɖo kpɔ hwebinu,les moutons se promènent toujours en troupeau
nǔ è a wa nú mí ɔ́ un ná ɖò kú tɔ́n dó nú wé wɛ̀ kúgbègbɛgbè,ce que tu as fait pour moi je t'en remercierai toujours
nyɛ ko tunwùn ganjí ɖɔ̀ tɛgbɛ jɛ́n a nɔ ɖó tó mì,certes je sais bien que tu m'exauces toujours
un nɔ lɛ wu gbadanu hwebinu,je me lave toujours le soir
e jɛ̀ jì tówè,c'est ton tour
un lέ lὲ dó axi ɔ́,j'ai fait le tour du marché
bɔ mɛ lɛɛ nɔ kplá azinzɔnnɔ e ɖò azɔn alɔkpa alɔkpa jɛ wɛ lɛɛ wá n'í,et on lui présenta tous les malades atteints de divers maux et tourments
é ɖe kɔ dó mì,il m'a tourné le dos
e lílɛ́ kpɔ́n mì,il s'est tourné pour me voir
un ze ɖo alɔ ɖisi mɛ,je tourne à droite
a jlá nù lɛ́ bì ɖó,tu as tout bien arrangé
acɛ ɖokpo ɔ wɛ mɛ bi ɖo bo na do wa axɔsuzɔ ɖo to tɔn mɛ,toute personne a droit à accéder dans des conditions d'égalité aux fonctions publiques de son pays
ajotɔ́ lɛ́ xísí d'é bó yí nŭ è ɖ'así tɔ́n lɛ́ bĭ,les voleurs l'entourèrent de toutes parts et lui ôtèrent tout son bien
ali ɔ jlɔ́ bó cí gbínníní,le chemin est tout droit
ayihundanu mitɔn lɛ bi,tous nos jouets
din tlolo din ji jɛ jija ji,tout de suite après il s'est mis à pleuvoir
é jlɔ́ náá,c'est tout droit
e na dɔn to nu mi mɛ we lɛ,on va vous punir tous les deux
é sɛ̀ éɖéé xwè tíkwéé,il s'est fait tout petit
gbadanu tɛgbɛ tɛgbɛ ɔ e nɔ yi kpɔn ɛ ɖo xwe tɔn gbe,tous les soirs il allait la voir chez elle
nŭ bì jɛ́n nɔ́ nyɔ́ nukún tɔ́n mɛ̀,tout lui plaît
sin ɔ gba kpé fí bĭ,l'eau a tout envahi
un kɔ́n zăn égbé,j'ai veillé toute la nuit
vi tɔn lɛ bi,tous ses enfants
xwe ɔ gbe bi,toute la maison
é ná myá nukún nú wè,cela te causera du tracas
é nɔ́ fɔ fɛn nú mì,il me fait des tracasseries
wùtú cé lí,mon corps porte en relief la trace de piqûres d'insectes
nyikɔ nɛ ɔ sín tinmɛ wɛ nyí,ce nom se traduit par
é gbà éɖéé dó,il s'est trahi
heelú mɛ e ɖò síslɛ́ mí wɛ́ lé,malheur à celui qui me trahit
a ɖo nyɛ zun wɛ,tu es en train de m'insulter
kutɔnu sin pipan,le train de cotonou
nù é ɖɔ́ wɛ̀ e ɖe e ɔ́ tókúkú ahɔn nyunyɔ wɛ̀ un ɖé ɖò bĭ mɛ̀,ce qu'on est en train de dire je ne veux pas l'entendre
un ɖo sinsɛn we wɛ,je suis en train de t'adorer
e dó awu gaga sɛɛ̀,il a pris un grand pagne traînant
đè yà ɔ́ ɖè nɔ̀ yá,il ne faut pas que ça traîne
yă wù bló glíwún ma dán lɛkanlɛkan ó,fais très vite ne traîne pas
ma sɔ́ mí dó kpɛká mɛ́ ó,ne me traite pas comme un petit
jìví élɔ́ ɖá,ce couteau est tranchant
gbɛnú wɛ́ gbó wè,c'est le sort qui a tranché pour toi
hùn cé ɖ'agà,je ne suis pas tranquille
mi n'abɔɛ xwíí,restez tranquillement sans rien dire
e ɖyɔ́,il est transformé
gà ɔ́ zɔn mɔ̀ vwíín bó yí zlɛ́ ɛ̀,le trait vola et le transperça
bɔ ye nɔ ɖo nusawe alɔ ye nɔ hɛn agban kpikpɛn,et transportant des charges lourdes qui écrasent leurs frêles corps
e nɔ hɛn ta yetɔn mɛ gble bɔ kaka bɔ ye na su ɔ,ca les traumatise jusqu'à ce qu'ils grandissent
asi ce jɛ̀ flú mɛ̀,ma femme est en travail
e ɖò vì zɛ́n wɛ̀,elle est en travail
e xo dɔjɔ azɔ̀ tɔ́n wú,il a négligé son travail
kú d'ázɔ̆,salut pour le travail
un xwe azomɛ,je vais au travail
é nɔ́ w'àzɔ̌ ɖò gbɔ̀xíkɔ̀n,il travaille à bohicon
jɛ̀ azɔ̀ tówé wá jí,commence à travailler
un w'azɔ́,j'ai travaillé
a dó hɔn ɔ́ nyi kɛ́n,tu as installé la porte de travers
é kpɔ́n wunvɔ mì,il m'a regardé de travers
nùɖúɖú ɔ́ wínnyá mì,la nourriture m'est passée de travers
e d'ásá agbăsa ɔ́ vawùn,il a traversé brusquement la route
mi ɖo ali d'asa wɛ,nous traversons la route
afɔ ce fɛ́,j'ai trébuché
afɔ tɔn nɔ xò dɔjɔ̀,sa jambe tremble
vi ɔ ɖo sisɔsisɔ ɖo afɔ tɔn lɛ ji wɛ,bébé tremble sur ses jambes
é fá kpɛcɛɛ̀,c'est trempé
sún cɛ́ncɛ́n ma wla ó,trempe un peu ne te précipite pas sur la nourriture
a hwɛ̀n dín,tu es très comique
alɔ tɔn hwe gli péwún,sa main est très courte
ali gblɛlɛ wɛ̀,c'est un très long chemin
avɔ élɔ́ xwe kan ná ganjí,ce tissu est très fin
é ɖò cánwún,c'est très bien
é hwe gli kólíkólí,il est très petit
e nyɔ́ ɖaxó,c'est très bien
e nyɔ́ káká,c'est très bien
e nyɔ́ zɛ̀ jlɛ́ wú,c'est très bien
e víví tawùn,c'est très bon
jĭ wù bó sɛ̀ alà àyĭ,les nuages sont très bas
to mitɔn klo din,notre pays est très grand
vi lɛ ɖo awajijɛ mɛ ta,les enfants sont très heureux
fí ɖĕe dɔkun mitɔn ɖè ɔ́ fínɛ́ ayi mitɔn lɔlɔ́́ mɔ̆ ɖè,là où est votre trésor là aussi est votre coeur
ye nɔ nɔ kplekple mɛ ɖo zun ɖaxo mɛ ɖo agun ɖe lɛ tɛntin,ils habitent par groupes dans la forêt entre les autres tribus
yè hɛ́n ɛ̀ klɛklɛ gbɔ̀n fí,ils l'ont trimbalé vaille que vaille par ici
wù kú ì,il est triste
azan yi atɔn,il y a trois jours
un wa fi ɔ e ko blo azan atɔn,je suis arrivé il y a trois jours
sukpɔ atɔngɔ ɔ gbɔn gugu tɔn mɛ ɔ lin kpɔn,la troisième mouche pensa naïvement
ali bú dó mì,je me suis trompé de chemin
e gbɔ́ mí kò,il m'a trompé dans ses paroles
flú jɛ́n é flú mì,de fait il m'a trompé
un wá tuwun ɖɔ̀ un wà nǔ nyidò,j'ai fini par reconnaître que je m'étais trompé
a nɔ bà glădì dín,tu te donnes trop d'importance
a nɔ ɖ'áwò dín,tu mens trop
a nɔ ɖɔ̀ xó bléblé dín,tu parles trop vite
a nɔ j'adàn dín,tu t'emportes trop
a nɔ sún xó dín,tu cries trop
é bɔ̀ wù dín,il est trop mou au travail
é hun myɔ gáɖágáɖá,c'est trop chaud
e nɔ́ ɖú gangannagansú dín,il fait trop le prétentieux
é su dín,il est trop grand
e vivi tɔɔn,c'est trop doux
kpo ɖ'e jí wɛ̀,c'est en trop
nukunmɛ tɔn we kpɛde din,son visage était un peu trop blanc
un nyi yɔkpɔvu din nu mi,je suis trop jeune pour vous
e nɔ nu ahan dido ɖɔhun,il boit comme un trou
nukún cé gbà zĭn,je vois trouble
ayi ce gba dó,j'ai été troublé
e gbà ayi tɔn dó,cela l'a beaucoup troublé
nù é wá nyido ɔ́ é flín ɔ́ hùn tɔ́n nɔ́ zɛ̀,quand il se rappelle ce qu'il a fait de mal il est troublé
nyibu lɛ ɖo glemɛ yi wɛ,le troupeau de boeufs rentre à la ferme
dan enɛ ɔ nyi mimɔ ɖo paris ɖo 1996,ce serpent a été trouvé à paris en 1996
e mɔ̀ nùɖé wà ă,il n'a trouvé rien à faire
kp'ayi dó bló nù énɛ́ ɔ́,trouve le moyen de faire cela
un mɔ ayi tɔ̀n ă,je n'ai pas trouvé le moyen de le faire
un wá fí kákáká un ka mɔ we ɖò xwé ă,je suis venue ici plusieurs fois mais je ne t'ai pas trouvé à la maison
mɛnyinyí tɔ́n wú wɛ̀ un gbɔ bo xwɛ,c'est à cause de son comportement que je me suis tu
e hù gbɛtɔ́,il a tué un homme
afɔ ce zŭn,mon pied est tuméfié
vì tɔ́n híhí wŭ,son enfant est turbulent
bo nu e wli mɛ oɖe owe atɔn mɔ,et quand on va le faire avec une deux trois personnes
é sù gbe ɖé,a un de ces jours
xwe e jà ɔ́ mɛ́ ɔ́ mì bì nà dó hăɖote ɖokpó ɔ́,pour la fête qui arrive nous porterons tous le même uniforme
wɔ̀ kɛ́ɖɛ́ jɛ́n a ná ɖù,tu mangeras uniquement de la pâte
nŭ è măwù dɔ́n cá ɔ́ gbɛtɔ́ ní má klán ŏ,ce que dieu a uni que l'homme ne le sépare pas
é ɖ'áɖɔ̀ b'ɛ́ sa tɔ̀,il a uriné abondamment
é jɛ̀ xì,il a de l'urticaire
awu towe cá,ton habit est usagé
a nɔ ɖù vɔ̀nú nú mɛ dín,tu uses de la bonté des gens
nù nɛ́ ɔ́ hú dó mì,cela m'est très utile
un yi wan nu gbɔjɛ yiyi din,j'aime beaucoup aller en vacances
zìngídí flá'yĭ,il y a trop de vacarme
dàwé élɔ́ sín vì lɛ́ bì wɛ́ jɔ̀ tomɛɖayisú,tous les enfants de cet homme sont des vagabonds
e flán nú mì,il m'en a parlé vaguement
un ba we kpò,je t'ai cherché en vain
ðó un ko ɖù ɖò gbɛ ɔ́ jí,j'ai vaincu le monde
é ɖù ayò,il a acheté pour cher des choses sans valeur
gba kpikpɛn,une lourde valise
cɛju ɖokpo ɔ nukun hwihwe kanɖe ko wɛ,une minute vaut soixante secondes
enyí é gbɔ́ bó gɔ́n ɔ́ é nyɔ́ hú,il vaut mieux qu'il ne vienne pas
e nɔ́ jlá ajɔ̀ nú éɖéé dín,il se vante trop
ma sà hɛ̀nnú tówé xá mí ó,ne me vante pas ta famille
e ɖo na ján nùɖúɖú lɛ́ kpɛɖé kpɛɖé,il faut varier la nourriture de temps en temps
zɛn ɖe azɔmɛ vi lɛ ɖe ɔ ɖo vɔ,le vase dessiné par les élèves est vide
a jɔ̀ nùvɔ́nɔ̀,tu es un vaurien
nyibusi ɔ kpodo vi tɔn kpo yi sin nu gbe,la vache et son veau partent boire de l'eau
un na kun hún yɔyɔ nɛ ɔ,je conduirai ce nouveau véhicule
nùsúnnú fín,la sauce de la veille non encore réchauffée
hɛn mì,veille sur moi
mawu na hɛn we,dieu veillera sur toi
kɛkɛ ɖokpoɖokpo,quelques vélos
é wú fún gbɔ̀n fí bĭ,il est très velu
dan enɛ ɔ lɛ na nyi sisa a,ces serpents ne seront pas vendus
e nɔ sa degɔn,il vend des crevettes
e wá axi xwlé gbé,elle est venue vendre au marché pour faire des emplettes
sa bo xɔ nu,vendre et acheter
un sà kɛkɛ́ cé n'í yí caki wŏ,je lui ai vendu mon vélo dix mille francs
a wá,tu es venu
bayi wa wɛ kɔku ɖi,koku croit que bayi est venu
din jɛ́n un wá,je viens d'arriver
e ɖɔ́ nú mí ɖɔ̀ a kún ná wá ó,il m'a dit que tu ne viendras pas
é ɖí ɖɔ̀ a na wá,il croit que tu viendras
e gɔ̀n,il n'est pas venu
e jɛ̀ jì tówé ɔ́ a na wá,tu viendras à ton tour
e tín ɖó ná wá fí,il doit venir ici
e wá bá mí kpɔ́n,il est venu me voir
ee un wá ɔ́ a ɖò xwé gbé ă,quand je suis venu tu n'étais pas là
hwe ce nu ko sù ă,mon temps n'est pas encore venu
ma wa kpɔn mi o,ne viens pas me voir
mɛ ɖokpó wá ă,aucun n'est venu
mì wá,nous sommes venus
un blo fó ɔ́ un na wá,je viendrai quand j'aurai fini
un go sin agbomɛ,je viens d'abomey
un jlo ni a ni wa,je veux que tu viennes
un wá azăn'tɔn ɖiè,je suis venu il y a trois jours
wă è a wa ɔ́ víví nú mì,je suis heureux que tu sois venu
wìwá jɛ́n é ɖè din,il vient d'arriver
yè wá,ils sont venus
zăn ɖò nà kú wɛ̀,la nuit vient
gbɔ̆ ɖò hla xomɛ̀ hla xwlé aɖì bó xwlé tɔ̀,le cabri était dans le ventre de l'hyène l'hyène jura sur le poison et sur l'eau d'épreuve
tenɔkpɔ́n wíwá aklúnɔ́ tɔ́n sín hwenu,le temps de la venue du seigneur
lan jì wĕ,il y a des vers dans la viande
nyaví ɔ́ hu winnyá gbo ta,c'est un enfant sans vergogne
xà kpɔ́n,vérifie
a ɖo nugbo ɖɔ wɛ à,tu ne dis pas la vérité
xó tówé nyí nùgbó bó ká lɛ́ nyí gbɛ̀,ta parole est vérité et vie
fofó nɔ́ nu ahan ɖò kɔ́fo cɔkecɔke ɖé mɛ̀,le grand frère boit l'alcool dans un verre long et mince
un ɖo na nu ɖo bia sin kɔfo mɛ,je boirais bien un verre de bière
é ɖó kɔ̀ agbómɛ̀,il est parti vers abomey
e tún ta agbŏmɛ̀,il est parti vers abomey
jĭ ɖò jija wɛ cɔɔ̀n,il pleut à verse
kɔn dó go ɔ́ mɛ̀,verse dans la bouteille
é dó nŭ amamŭ,il porte un habit de couleur verte
e tlú yovózɛn,il a cueilli les oranges vertes
nukún ce lɛ́lɛ̆,j'ai des vertiges
wunɖáwúnɖá nɔ́ ɖá mì,j'ai des vertiges
vi ɔ ɖo awu tɔn lɛ fɛ wɛ,l'enfant brosse ses vêtements
e dó xomɛsin nú mì,il m'a vexé
lan ɔ́ bɔ̀,la viande est tendre
gba vɔtɔ,boîte vide
kɛkɛ́ ɖú lɛ̀ kpé,le vélo tourne à vide
gbɛ ɖagbe ni nyi mitɔn,a nous la belle vie
degénɔ́ énɛ́ ɔ́ lɛ́ bí kan dín,ce vieillard est encore très alerte
un ko ɖò kpikpo wɛ̀,je vieillis
dăwe élɔ́ kó dó mɛxómɔ bĭ,cet homme est déjà très vieux
salá kpò nyɔ̀ɖàxó tlálá,sara était très très vieille
e mya hɛɛ,c'est d'un rouge trop vif
đ'áyi tè,sois vigilant
lanmɛ ce nɔ víví,je suis sans vigueur
e sà kpɔcɔnu tɔ̀n,elle a vendu à vil prix
daa ɔ mɔ lanmɛ,le chef de village est grand
xwe wɛ ɖo gleta,c'est la fête au village
glexwe nyi toxo kpɛvi,ouidah est une petite ville
nyi kpo pierre kpo mi ɖo toxomɛ,pierre et moi nous sommes en ville
zo nyi atan ă,le feu n'est pas du vin
é klán gbe xá mí ɖó vìvɛ́ jí,il s'est violemment opposé a moi
yĕ ɖɔ̀ jlɛ̆ gannyiì,ils se sont disputés violemment
ayihun gidigidi,jeux violents
e nɔ́ wà nŭ ɖó adan wú,il est violent
é hwlɛ́n kan xá mì,il a voulu me violer
mɔ̆to ɔ lílɛ́ hazawun dó jĭ cè,la voiture a viré brusquement sur moi
é kpé tú dó xɛ ɔ́,il a visé l'oiseau avec son fusil
un bà jònɔ́ wè,je suis venu te rendre visite
un wá bà jònɔ́ wè,je suis venu te rendre visite
a nɔ ɖɔ̀ xó bléblé,tu parles vite
a yă wù wá,tu es venu vite
blò glíwún nú mì ná yì,fais vite que nous partions
yă wŭ,fais vite
e blo amisa ɔ ɖo kpodo wekpɛn ɖagbe lɛ kpo,l'église est décorée de beaux vitraux
un ɖo gbɛ,je suis vivant
é sùn fɛn mi nyɛ́wún,il m'a pincé vivement
goxɔ mɛ ye nɔ nɔ,ils vivent dans des huttes
măwŭ wɛ̀ ɖó vodún,c'est dieu qui a créé les vaudous
andré sin ɖie,andré voici de l'eau
fúfónú azɔ̀ ɔ̀ tɔ́n ɖíè,voici la fin de son travail
lĕè mì ɖè ɔ̀ ɖíè,voici où nous en sommes
sin ɖiè,voici l'eau
bi nɛ,voilà tout
ji wa nɛ,voilà venue la pluie
lo wɛ nyí ló nɛ́,voilà que ça y est
nŭ è un ná wá ɔ́ ɖíè,voilà ce que je vais faire
gbɛmɛ ɖò kpɛɛ̀n,le temps est voilé
a wa kpɔn mi ɔ,tu viens me voir
é ba mi kpɔ́n,il est venu me voir
e na ɖò kpínkpɔ́n wɛ̀,on verra
e ni wá mɔ mi ɖo xwe gbe,qu'il vienne me voir à la maison
mɛ ɖe ya mɔ mi ɔ,celui qui veut me voir
ta towe nyɔ́ bɔ̀ a mɔ mì gbadanu din,tu as eu de la chance de me voir ce soir
un mɔ e a,je ne le vois pas
un sɔ́ ɖò nukúnnú mɔ́ wɛ̀ ganjí ă,je ne vois plus assez clair
un sè mɔ̆ un ka mɔ̀ kpɔ́n ă,j'ai entendu dire mais je ne l'ai jamais vu
un xlɛ́ ɛ̀ xwé cè,je lui ai fait voir ma maison
un nɔ mɔ̀ nɔ̀zó cé gbɔ ă,je ne m'entends pas bien avec mon voisin
e xá mɔ̆to ɔ́ mɛ̀,il est monté dans la voiture
mɔ̆to wɛ̀ é dó wá,il est venu en voiture
é ɖó han gbè,il a une belle voix
yè ná sè gbe cè,elles écouteront ma voix
yè gbó é dó d'ajo kɔ̀n,ils l'ont surpris en flagrant délit de vol
un yí ajonú,j'ai reçu une chose volée
e fìn kokló dó mì,il m'a volé un poulet
e gbé nŭ,il a volé
kplókplódowundó un sɔ́ ná j'ajò gbeɖé ă,au grand jamais je ne volerai plus
yĕ fìn agban ce lɛ́ bó bɛ́ dó kwɛ́nkwɛ́n mɛ̀ bó sú nù dó,ils on volé mes affaires et les ont mises en un lieu retiré bien enfermées
azɔmɛvi ajotɔ,ecolier voleur
jlódagbenɔ lɛ ɖo kpinkplɔn wɛ bona do w'azɔ́ ɖo to mĭtɔn mɛ,les volontaires l'apprennent pour travailler dans votre pays
amɔ̆ n'í má gbó ɖó ce jí ó loɔ́ ní nyí lĕe hwɛ jló gbɔ́n lé,pourtant que ce ne soit pas ma volonté mais la tienne qui se réalise
e jló mì,volontiers
trolo mɛ ɔ e ɖido lilɛlilɛ ɖo zogbɛn gbe e ji mɛ nyɔ bo se wuvɛ kaka bo ku,aussitôt elle s'en va voltiger autour de la lampe s'y brûle et meurt dans la douleur
awii mitɔn,votre chat
sin ní yi kɔ̀,a la vôtre
a jlo kpó a ma jló ɔ́ mɔ̀ jɛ́n mì nà bló,que tu le veuilles ou non nous ferons comme ça
mɛ ɖe na ɔ jlo,quelqu'un aurait pu en vouloir
nyɛ ɔ́ un ɖó jlŏ tɔ̀n ă,moi je ne voulais pas
un na xɔ nu,je voudrais acheter
mi na bló,vous ferez
é dó ayìhún yi tomɛ̀,il est parti en voyage en train
nɔví cé yi tomɛ̀,mon frère est allé en voyage
un xwe tomɛ̀,je suis en voyage
un na yi tomɛ,je vais voyager
a ɖɔ̀ xójɔxó,tu as dit vrai
e nyɔ́ wá ɔ́,a vrai dire
ma ɖɔ̀ nùgbó ɔ́ un tuwùn ă,a dire vrai je ne sais pas
nya élɔ́ fɔnnù ɖésú wɛ̀,cet homme est un vrai fon
mɔ̀ jɛ́n wɛ̀ nùgbó,c'est vraiment ainsi
nugbó ɔ́ a mɔ ɖɔ̀ piɛ nɔ ɖɔ̀ xó ɖì mɛ̆sì,tu remarques que pierre parle vraiment comme un maître
e sìxú nyí mɔ̆,c'est vraisemblable
un tuwun ì ɖò nukún jí,je le connais de vue
amɔ ali nɔ ɖo dindin wɛ zanzan,mais il y a toujours de la circulation le matin
é sɔ gbè,ca y est
ɛɛn azɔ̀ tɔ́n myá nukún n'í,oui il s'y acharne
lan ɖe,il y a de la viande
un ɖó nukún tɔ̀n ă,je ne m'y attendais pas
e nyí nù tí à,c'est zéro
un ba bo na kpɔn fi ɖe kan lin le e nɔ nɔ ɔ,j'aimerais visiter le zoo
gbavi nukpennon sin agbo kpé mi,j'en ai assez de la télévision
sɔ awu ɖo zan ji,a pris la chemise sur la natte
